选项,指标,20260630,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20201231,20200930,20200630,20191231,20181231,20171231,20170630,20161231,20160331,20151231,20141231
收益质量,销售成本率,57.293625,56.901242,57.311489,56.44419,55.526075,56.110801,56.224059,55.070442,53.487027,52.832958,54.155849,30.256166,30.79947,30.887014,34.375976,34.972101,34.898194,,37.215457,,36.567448,33.179752,,31.38947,33.785593,34.425237,38.47263,36.771275,39.001015,38.921849,38.560359,41.686051
收益质量,经营活动净现金/归属母公司的净利润,1.927828,1.122196,4.416356,3.538346,3.016752,-0.199392,-2.188401,-2.483553,0.465275,1.145773,1.637954,1.526294,2.376021,3.915422,2.25806,1.491252,1.324916,0.730843,0.72858,0.139527,0.448337,0.679612,0.598077,0.882717,1.213115,,,-0.779461,0.317664,0.681399,-5.522782,
收益质量,所得税/利润总额,20.234374,23.971306,23.26413,15.523672,14.400833,13.920594,14.273008,12.279154,13.402874,12.734302,13.431459,12.321652,12.277653,12.504071,12.392993,12.30081,13.05733,,14.621876,,14.067215,15.099503,,15.179919,12.299875,,,14.608445,13.642356,21.306679,23.161632,
财务风险,流动比率,2.062808,2.616981,2.346377,2.311054,2.483049,2.301003,2.187404,1.886104,2.244659,2.951942,3.276003,3.219867,3.366706,4.152734,3.979778,,4.058261,,3.324091,,2.745182,2.348641,,2.172431,1.852366,1.65496,1.632158,1.402004,1.622782,1.575327,1.644462,0.214038
财务风险,速动比率,1.351987,1.730315,1.528985,1.316184,1.450664,1.141363,1.039243,0.902413,1.366148,2.006972,2.262151,2.114176,2.346053,2.828908,2.590956,,2.088517,,1.446261,,1.239214,1.081104,,1.315747,0.920891,0.710372,0.547335,0.555499,0.691525,0.669427,0.707969,0.169148
财务风险,保守速动比率,1.142307,1.423564,1.227135,1.048682,1.192659,0.921335,0.905483,0.826772,1.208498,1.817784,2.021708,1.94077,2.124407,2.47126,2.295062,,1.768879,,1.16935,,0.999267,0.926037,,1.208773,0.773099,0.602498,0.409151,0.39023,0.539394,0.49277,0.5286,0.082454
财务风险,资产负债率,46.468214,39.620833,43.154695,44.85199,42.821083,45.251137,48.114138,51.503723,43.701551,33.645274,33.360953,33.405171,39.020494,35.468543,38.380633,,38.922691,,43.561078,46.48692,46.885229,43.7803,,46.102004,52.737609,56.835239,59.307401,69.43898,60.244755,62.455074,59.851204,226.252405
财务风险,权益乘数,1.814808,1.707138,1.838692,1.868069,1.833807,1.876211,1.715992,1.781436,1.642326,1.503892,1.546402,1.54719,1.631539,1.585349,1.69218,,1.701437,1.688713,1.774729,1.82979,1.837159,1.892763,,1.959366,2.198644,2.387525,2.477624,2.912835,2.504755,2.581586,2.908663,
财务风险,权益乘数(含少数股权的净资产),1.868049,1.6562,1.75916,1.813302,1.748896,1.826521,1.927307,2.062013,1.776247,1.507051,1.500621,1.501618,1.639895,1.549631,1.622866,,1.637269,1.608092,1.771826,1.868702,1.882715,1.778735,,1.855356,2.115847,2.316704,2.457449,3.272142,2.515391,2.663475,2.490734,
财务风险,产权比率,86.804901,65.62004,75.916025,81.330207,74.889637,82.652196,92.730732,106.201396,77.624788,50.705167,50.062171,50.16181,63.989523,54.963185,62.286641,,63.726926,,77.18269,86.870203,88.271553,77.873594,,85.535658,111.584725,131.67046,145.744933,227.214218,151.539142,166.347581,149.073475,
财务风险,现金比率,0.848502,1.184108,1.015273,0.828422,0.896718,0.667593,0.71514,0.665721,0.981698,1.566871,1.745272,1.724093,1.79227,2.069587,1.683477,,1.317017,,0.843045,,0.630092,0.534641,,0.571309,0.354515,0.251863,0.117112,0.11401,0.135693,0.15246,0.120947,0.063662
营运能力,应收账款周转率,13.173452,8.296959,37.503097,25.520459,14.962007,7.425688,39.673492,24.225949,14.640317,8.032087,27.05935,19.930723,11.998428,5.802375,23.303267,,13.171084,,35.90075,,12.843709,22.236965,,7.914709,16.15468,15.911649,16.109848,7.437141,15.708479,4.407193,14.915528,48.391448
营运能力,应收账款周转天数,13.663844,10.847346,9.599207,10.579747,12.030471,12.120088,9.074068,11.145074,12.294815,11.205057,13.304088,13.546924,15.001964,15.510887,15.448477,,13.6663,13.776363,10.027645,,14.014643,16.189259,,22.742465,22.284562,22.624933,22.346578,24.202847,22.917558,20.421157,24.135919,7.43933
营运能力,存货周转率,2.585382,1.249083,4.395171,2.771863,1.831658,0.799104,4.431715,2.597963,2.09264,1.147376,5.05175,1.786899,1.425964,0.674005,2.254902,,0.917731,,2.321635,,1.151334,2.645398,,1.494031,2.256879,1.720584,2.002899,1.008776,2.660597,0.690974,2.502979,8.444595
营运能力,存货周转天数,69.622187,72.052828,81.90806,97.407405,98.271573,112.626106,81.232646,103.927575,86.015746,78.439828,71.26242,151.099733,126.230324,133.530147,159.652153,,196.135692,,155.063111,,156.340333,136.085365,,120.479372,159.512298,209.231206,179.739415,178.433997,135.307958,130.250879,143.828588,42.630815
营运能力,总资产周转率,1.218736,0.57503,2.470555,1.711435,1.127568,0.525018,2.456521,1.580691,1.023766,0.486796,2.193388,1.466342,1.110637,0.529487,2.13279,,0.971555,0.466479,2.872902,2.130525,1.511656,4.005867,,1.992839,3.2841,2.842654,3.080297,1.556845,3.778726,0.997846,3.529344,2.057462
营运能力,总资产周转天数,147.693948,156.513468,145.716201,157.762316,159.635601,171.422386,146.548686,170.811306,175.821336,184.882002,164.129594,184.131579,162.069109,169.975841,168.792946,,185.269965,192.934608,125.308801,126.729325,119.074649,89.868166,,90.323383,109.619049,126.642194,116.871815,115.618417,95.270192,90.194267,102.001946,174.972792
营运能力,流动资产周转率,1.562829,0.75441,3.326822,2.341988,1.551087,0.733008,3.407343,2.066349,1.392732,0.683814,3.034441,2.041376,1.503208,0.729102,2.964388,,1.380293,,3.524147,,1.727235,4.194176,,2.09599,3.553076,3.097619,3.289322,1.622806,3.901816,1.016359,3.655942,4.248607
营运能力,流动资产周转天数,115.1757,119.298386,108.211364,115.286666,116.047638,122.781576,105.654151,130.665184,129.242336,131.614589,118.637978,132.263705,119.743887,123.43945,121.441581,,130.407043,140.340852,102.152378,,104.212784,85.833299,,85.878248,101.320641,116.21827,109.445029,110.918955,92.264719,88.551383,98.469824,84.73365
